Plaintext,Ciphertext,Shift Key
s xVhZciKaPYmY,i nLxPsyAqFOcO,16
ZLhrC DxuN,HTpzK LfcV,8
kHeNJefedxCDTDn NOgh,jGdMIdedcwBCSCm MNfg,25
IaVCvaQNpkYVVzJztYlE,ZrMTmrHEgbPMMqAqkPcV,17
OGJYiRShQCfG,WORGqZApYKnO,8
BIQhehXiBukeFhnXPak ,WDLczcSdWpfzAciSKvf ,21
nrnzbZwQNvjtY,aeamoMjDAiwgL,13
YdKWfhxzwWAglUtbEE,AfMYhjzbyYCinWvdGG,2
JxrWQSs,FtnSMOo,22
XSLXovwqly,AVOAryztob,3
TKewOPdWj,OFzrJKyRe,21
bMazwzUQIfWKAbLRFD,qBpoloJFXuLZPqAGUS,15
etrDs bzt,rgeQf omg,13
MfeydWZePCVNpP,QjichADiTGZRtT,4
PfNPOEFnvrs,LbJLKABjrno,22
NvwEYvapACElYh,GopXRotiTVXeRa,19
FRxMlKkekUUtLua,SEkZyXxrxHHgYhn,13
tyiXOFUHtt,afpEVMBOaa,7
MHQknWUgFZR,UPYsvECoNHZ,8
QUPvnc,MQLrjy,22
dHxYOM,lPfGWU,8
WsbkipqzQhPbTyQz,YudmkrsbSjRdVaSb,2
YlpnOVAGizzbTZbheLCa,GtxvWDIOqhhjBHjpmTKi,8
xZTdnWKIqNpPTLPCPjE,cEYisBPNvSuUYQUHUoJ,5
nKoKKPUonSYti,bYcYYDIcbGMhw,14
rOiJoxfSAQmfvG,fCwXcltGOEatjU,14
nXroEmALBbkhFh,eOifVdRCSsbyWy,17
 QEdHJoEM, PDcGInDL,25
JHasyrZj,RPiagzHr,8
ynheAk OBxlTGc,wlfcYi MZvjREa,24
zqGjmXV,gxNqtEC,7
BvvobPZRgifatXpMZu,HbbuhVFXmolgzDvSFa,6
g QUUxMmzdvQ,j TXXaPpcgyT,3
jwBBZbBhdrOJsPa,huZZXzZfbpMHqNy,24
OkBmCXzRg,TpGrHCeWl,5
uUGHbxgYUK,qQCDxtcUQG,22
buhLhsks,iboSozrz,7
nQQcgaEYYf,tWWimgKEEl,6
gFXVBhtiFfysmitAT,tSKIOugvSslfzvgNG,13
PgTNrKZUItWfpcjEYf,KbOImFUPDoRakxeZTa,21
BPaAEukEbtfxqRO,LZkKOeuOldphaBY,10
WXnLMxZStEMIyAqaytjR,JKaYZkMFgRZVlNdnlgwE,13
MqPNZ,RvUSE,5
eSlOjVr,aOhKfRn,22
fEEJpDKFxwIyXXQMB,mLLQwKRMedPfEEXTI,7
VrzgQJv,EaipZSe,9
ZO PwDYjtCoHZuq,LA BiPKvfOaTLgc,12
ZMjt WCpxtfFXL,LYvf IObjfrRJX,12
HtjENvygVwWtSb,FrhCLtweTuUrQz,24
PXUpwovMKVOjnADI,VDAvcubSQBUptGJO,6
EDNxyPZ,ZYIstKU,21
dSKVGkkhQYBvUhYAMwJI,rGYJUyyvEMPjIvMOAkXW,14
NxKaClAINahva sPJWr,PzMcEnCKPcjxc uRLYt,2
 LJAQOvUVRUXkxaXR, MKBRPwVWSVYlybYS,1
YuUWZmiKYG kbw,WsSUXkgIWE izu,24
MlKJNYeUQcjFYnJz ,OnMLPAgWSelHApLb ,2
cWAeUkorMNQzHweS,eYCgWmqtOPSbJygU,2
abWUBQLhNrCeBqS FlH,fgBZGVQmSwHjGvX KqM,5
tfdfXiSZ,ugegYjTA,1
XSgzh,WRfyg,25
VFQ F  GMpiAKIlZvpZ,ISD S  TZcvNXVyMicM,13
LMndA Dk cV,TUvlI Ls kD,8
gpXSRpIqsynUolcmTGB,foWRQoHprxmTnkblSFA,25
RIogMtIyahe,HYewCjYoqxu,16
YhmUkNohhNMmPHcXauq,JsxFvYzssYXxASnIlfb,11
BlCbiwYvRfA,PzQpwkMjFtO,14
pCFPOSYBCFzTQfbCEsmc,lYBLKOUXYBvPMbxYAoiy,22
BChDekPtaZhMtYnIcSq,PQvRsyDhoNvAhMbWqGe,14
JDiBbgvM,NHmFfkzQ,4
FAPyoQv,HCRaqSx,2
rYOUrbWVDpvFKlKv,gNDJgqLKSekUZaZk,15
BIsSbpzEDoMbDMFAieX,TAkKthrWVgEtVEXSawP,18
aLWDj,xITAg,23
sWccKGCe,wAggOKGi,4
iNZIGY,kPBKIA,2
RcXrAuGQNTA,HsNhQkWGDJQ,16
BLtfDH,TDlxVZ,18
ooskruezkie,vvzryblgrpl,7
iGewdVoeGPvGJ,lJhzgYrhJSyJM,3
oNWlB,qPYnD,2
ZUEeK,RMWwC,18
AzzYxagjCEvbci,IhhGfiorKMdjkq,8
nAkoMMM,eRbfDDD,17
ysRiWuybwFsIoFO,tnMdRptwrAnDjAJ,21
JQqSKwVXQp,BIiKCoNPIh,18
EsQNRNmZOgancGnCFZM ,HvTQUQpCRjdqfJqFICP ,3
GmvrVJCTxeMZQWaGgba,WclhLZSJnuCPGMqWwrq,16
CdnEDGrWRzWZqoXvwmG,LmwNMPaFAiFIzxGefvP,9
FtPTp,ZnJNj,20
eRdELnEhpt,tGsTAcTwei,15
yBvoRIMkPrmdFITokn,gJdwZQUsXzulNQBwsv,8
PHPtyfuLvruHyzuiRUge,KCKotapGqmpCtupdMPbz,21
FyCNyxzJQSomsBaqc ,ZsWHsrtDKMigmVukw ,20
SZHmJsGKqJO,MTBgDmAEkDI,20
HhsJDKHsRaliNcA,SsdUOVSdClwtYnL,11
PMMiK,EBBxZ,15
PsDTqmNGxMbFumiL,HkVLieFYpEtXmeaD,18
lbBItkPLet,qgGNypUQjy,5
LpJICm GBIfCnHV,HlFEYi CXEbYjDR,22
BsvYfNOiPomjrdfOmhn,PgjMtBCwDcaxfrtCavb,14
EwUBaozvkO VRw,RjHOnbmixB IEj,13
RLgJPhnzOiJMTmZ,CWrUAsykZtUXExK,11
thXFqPKNBvR,aoEMxWRUIcY,7
cEpMezMhdwECy,tVgDvqDyunVTp,17
qIlblsXBfk,hZcscjOSwb,17
PrSkLTRqDA,YaBtUCAzMJ,9
iusewSsFusEuNelFzuBQ,mywiaWwJywIyRipJdyFU,4
TMQZQpzABaLCHfqM,RKOXOnxYZyJAFdoK,24
ttMfxsodXxYwYcNeIrAE,aaTmezvkEeFdFjUlPyHL,7
PCGYfbrh,DQUMtpfv,14
AjHryUEsR yGHNyfUN,MvTdkGQeD kSTZkrGZ,12
cM XFMr,uE PXEj,18
WCDhOciBB,RXYcJxdWW,21
JXTKyFv KwK,IWSJxEu JvJ,25
TFgWEu,VHiYGw,2
jHoqvSsHUg,rPwydAaPCo,8
tCSSUfBY,eNDDFqMJ,11
ejnhzujEvYovnZdQwzNJ,inrldynIzCszrDhUadRN,4
JtSbRdQ,GqPyOaN,23
LPAAvwKLz,FJUUpqEFt,20
gdxgpHYPaWbkdcJqu,urludVMDoKpyrqXei,14
XpCEuXTz,CuHJzCYe,5
qteQnQQXoxvUmYDpP,jmxJgJJQhqoNfRWiI,19
Nm wcePhWxynlkpPDwq,Zy ioqBtIjkzxwbBPic,12
GyKifDz ItJroysvSmb,WoAyvTp YjZheoilIcr,16
iepPFJr,mitTJNv,4
sRYiSUyOZh,rQXhRTxNYg,25
MiPbdFVxGyVjmlqRTmCc,RnUgiKAcLdAorqvWYrHh,5
aOzEVLct,cQbGXNev,2
EAHSOhHtJJFxICNcdU,RNUFBuUgWWSkVPApqH,13
lRgBIvepp,rXmHObkvv,6
eIJrDtEqIKejxedk,wABjVlWiACwbpwvc,18
Wu AKfL sytBnmpmz,Sq WGbH oupXjiliv,22
HXQEbbaxPhxE,LBUIffebTlbI,4
knlqk,psqvp,5
EVL WxebmFw,VMC NovsdWn,17
LHpXKLVpxaP,CYgOBCMgorG,17
toWWanojIl,faIImzavUx,12
KyYlGuOuywniURSx Qeq,LzZmHvPvzxojVSTy Rfr,1
gnTmzlbYTvMut,taGzmyoLGiZhg,13
rJWFVMiQqjQGwoAi,lDQZPGcKkdKAqiUc,20
pdhmFtnEpbEV,lzdiBpjAlxAR,22
f YjfkFyoLouSgfLyia,t MxtyTmcZciGutZmwo,14
jHpXKHmzMgqqkKSYf,zXfNAXcpCwggaAIOv,16
qcyQUbozoagwPvFB,wieWAhufugmcVbLH,6
WhyQTZhRbovMvI,ParJMSaKuhoFoB,19
DgpPQN,CfoOPM,25
ydbPNSNOi,nsqECHCDx,15
FKSevHLZlxaGqhsILC,XCKwnZDRdpsYizkADU,18
qJZOVev tQVrHUZLi ,kDTIPyp nKPlBOTFc ,20
zQHulgpbdVAHtAVq,xOFsjenzbTYFrYTo,24
lNWsJIXomlISTk,oQZvMLArpoLVWn,3
UcgHtKWzflLd,AimNzQCflrRj,6
wzpuwjeQlVikMBDQy,ehxcermYtDqsUJLYg,8
bNmLSzCga,zLkJQxAey,24
amdedxmTRstk,vhyzyshOMnof,21
pbPCkikX,rdREmkmZ,2
FrHBaPszq,WiYSrGjqh,17
SHmUBYpJwapwRH,APuCJGxReixeZP,8
iWcJsjrCPwTecjhbjFh,tHnUducNAhEpnusmuQs,11
raNKLzfOr vuhrwOF,pyLIJxdMp tsfpuMD,24
mKoqoZoRPacuoZKhJTJk,tRvxvGvYWhjbvGRoQAQr,7
Trb gIYyMl oIZxbvX,Mku zBRrFe hBSquoQ,19
mHsqrDT,sNywxJZ,6
ZtxioERYCxMg,EycntJWDHcRl,5
krfxOpd,fmasJky,21
XaOPCDo,DgUVIJu,6
fdOCWYd,gePDXZe,1
QxdoZsvoaJOZ,BiozKdgzlUZK,11
GLRrrXXGNNbSNvrglDI,LQWwwCCLSSgXSawlqIN,5
xGZaKevLfS,aJCdNhyOiV,3
pQLYFKBLyTqCcf,aBWJQVMWjEbNnq,11
KF mUUxy,VQ xFFij,11
PMJkcPSRFvZGaY,IFCdvILKYoSZtR,19
xiRgkgZjZfH,juDswsLvLrT,12
zIhRaZyVKvgWi zY,jSrBkJiFUfqGs jI,10
OCWZctWjRe,DRLOriLyGt,15
Jsyzh,Irxyg,25
enghlo,jslmqt,5
adsloRbUNyd,cfunqTdWPaf,2
QFftb XeFCoMuXdiWN,FUuiq MtURdBjMsxLC,15
TlznyVyRGrJlregPQ,LdrfqNqJYjBdjwyHI,18
JxKoxGBzwmwHsqyBEq M,MaNraJEczpzKvtbEHt P,3
XjuMnjcsnkrRZ,CozRsohxspwWE,5
eraJBDyhPm r,cpyHZBwfNk p,24
BBduEYcp,JJlcMGkx,8
EUfcej,KAlikp,6
PKIYPqLyHD,VQOEVwReNJ,6
xuClMyed,mjRaBnts,15
dNwuxGYJIUdMJgrH,eOxvyHZKJVeNKhsI,1
unvtAvnboivLrba,zsayFasgtnaQwgf,5
ZYfAk,ONuPz,15
QbtI KvXwHm h,CnfU WhJiTy t,12
MkwxZTmQTzKBWSmuRFw,BzlmOIbFIoZQLHbjGUl,15
 BdIGTIeilXwOx, SuZXKZvzcOnFo,17
ijHUFgO,fgERCdL,23
uAtClsubKoVwPnN,zFyHqxzgPtAbUsS,5
PbHdetkJG,VhNjkzqPM,6
pvoGO,jpiAI,20
EeYhwWfysRuLc,OoIrgGpicBeVm,10
IjIccieXsuzSI,ZaZttzvOjlqJZ,17
EgYfUFOFZVhcMl,BdVcRCLCWSezJi,23
vIcpErARb,hUobQdMDn,12
 HPoUMz, YGfLDq,17
tipeyjJBeZUBl,bqxmgrRJmHCJt,8
afrjBqKRAgYtgVjTUk,pugyQfZGPvNivKyIJz,15
HyJKmrhIdNuRVM Tr,BsDEglbCxHoLPG Nl,20
rzwaCnIH,nvswYjED,22
ZcykoZOihWDKbuG KEM,GjfrvGVpoDKRibN RLT,7
iuhveCU,zlymvTL,17
NbPCIBpWsYNT,MaOBHAoVrXMS,25
rBLUrE,nXHQnA,22
cmyqVWCXubZKRcx,vfrjOPVQnuSDKvq,19
fdtVlFKNWZ,kiyAqKPSBE,5
HBhqMGSYKzpjTftKtQ,EYenJDPVHwmgQcqHqN,23
hgHqZCtlsx,azAjSVmelq,19
nIXMiEzAoiKBTupNqh,rMBQmIdEsmOFXytRul,4
Ykj fyQGAHPpMZHOOCSK,Myx tmEUOVDdANVCCQGY,14
sQMZYrGLavBrnD,jHDQPiXCrmSieU,17
rfGFnTEilDHQC,nbCBjPAehZDMY,22
JCIjKp wr Zbh,LEKlMr yt Bdj,2
KXWehUjKvAC,ERQybOdEpUW,20
aVWCqHdiXbTqeooF,pKLRfWsxMqIftddU,15
eJmWJudCK ,gLoYLwfEM ,2
xWmETEH,oNdVKVY,17
VKebmieEExSSU,FUolwsoOOhCCE,10
WPDYwlDhbho,MFTOmbTxrxe,16
sTXgT SgVwfd,mNRaN MaPqzx,20
 LdALuSGWEjVeckWe, JbYJsQEUChTcaiUc,24
qGEdN,xNLkU,7
FgQiBxfaDeWoi,HiSkDzhcFgYqk,2
gfAY A,xwRP R,17
QqHjZaRWCiLFqPWVwU,AaRtJkBGMsVPaZGFgE,10
mrVVMxLRjyFOLm,kpTTKvJPhwDMJk,24
rkANsDdJmEyFtb,ohXKpAaGjBvCqy,23
ResjWpCMnCbceWbVpX,ViwnAtGQrGfgiAfZtB,4
asLtVvHkqH,phAiKkWzfW,15
qVmxxNxTjQk,iNeppFpLbIc,18
DlnLbPt,PxzXnBf,12
KvGJsFzuochSewTZUxyu,AlWZiVpkesxIumJPKnok,16
OaVrklFldTD,WiDzstNtlBL,8
uRAOC,cZIWK,8
CneKigKfSFCLnFNIo,YjaGecGbOBYHjBJEk,22
CcIcgsB,GgMgkwF,4
xvXdYkPyRQXieY,geGmHtYhAZGrnH,9
BHTWGyhZNjXOq,TZLOYqzRFbPGi,18
uUmRrKfqzM,dDvAaToziV,9
LqcgnZgYMJS,GlxbiUbTHEN,21
GmqBjjAcRBzEMeSja,EkoZhhYaPZxCKcQhy,24
uzGYnXNvuExSfpJMEG,kpWOdNDlkUnIvfZCUW,16
LeuEbGrvKxhNG,PiyIfKvzOblRK,4
rvXHxbGK,imOYosXB,17
WwrPdV,ZzuSgY,3
FcOaR,OlXjA,9
RQYrGsnvdFQoDdtBlzV,BAIbQcxfnPAyNndLvjF,10
HC   WPGCCIvZMMx,PK   EXOKKQdHUUf,8
wUCFlzvweEiWBwEw,dBJMsgcdlLpDIdLd,7
PmOBOYnrSAaK,AxZMZJycDLlV,11
qz IujiHBTPyPSLB,xg PbqpOIAWfWZSI,7
hPWGelEG rK,sAHRpwPR cV,11
tFrCcly,pBnYyhu,22
frstWSYTJYwRQWXcU,nzabEAGBRGeZYEFkC,8
kAQBhjN ECcQew,dTJUacG XVvJxp,19
AMMPQSyXIvq,FRRUVXdCNav,5
zDoMWUypwskb B,cGrPZXbszvne E,3
tjJWfg,rhHUde,24
ykEwzUfQYxTRalNoOqUr,nzTloJuFNmIGpaCdDfJg,15
DhCJOEaoUYyuKysEV ,FjELQGcqWAawMauGX ,2
nZTSPYtM HgylQXhUF,fRLKHQlE ZyqdIPzMX,18
k FVLoGGBvSSAxMa,n IYOrJJEyVVDaPd,3
fVNSuFKNlSzAWyQJZ,yOGLnYDGeLsTPrJCS,19
Bxu bN,Jfc jV,8
TzOOTTTXSMqszJ ,UaPPUUUYTNrtaK ,1
xgMwvd,nwCmlt,16
qpXcbakre,yxFkjiszm,8
buxSHHzsvMqxQeZ,exaVKKcvyPtaThC,3
pIoKcclxrDWrjG,gZfBttcoiUNiaX,17
vBmLovlWve,tZkJmtjUtc,24
zdsSDOrQsnFpKYmQrNew,qujJUFiHjeWgBPdHiEvn,17
NhGrMpipF,XrQbWzszP,10
JvTvHfFfIvJq mBV,AmKmYwWwZmAh dSM,17
iJOmGFgrjnfzGvah,zAFdXWxiaewqXmry,17
IgpWnnyGgOQn,PnwDuufNnVXu,7
dUo yUHkyHGwqvQdFG,rIc mIVymVUkejErTU,14
veElI ,enNuR ,9
eYDtfKSzMbXAihpCiY,fZEugLTaNcYBjiqDjZ,1
lVhLGgPcLU,iSeIDdMzIR,23
zVEFRSwKaiWlBCN,tPYZLMqEucQfVWH,20
iAZueRgV,eWVqaNcR,22
LIIclcEuhuPUYXwOi,CZZtctVlylGLPOnFz,17
dagvZdXKEYO,roujNrLYSMC,14
cOBCYeKlIu,rDQRNtZaXj,15
PpXkplLoODRRZX,XxFsxtTwWLZZHF,8
RDfchsLNJthFfcYMW,ZLnkpaTVRbpNnkGUE,8
VBONzAJrA,YERQcDMuD,3
YObNYtDcSeYGSxMcG,UKxJUpZyOaUCOtIyC,22
WBSgWHnliL,RWNbRCigdG,21
BRwsTyvkxzCtRAblw,CSxtUzwlyaDuSBcmx,1
tWKZQ MtbVpgt,gJXMD ZgoIctg,13
mHGOc LaRdEry,gBAIw FuLxYls,20
bOKgfLiOsVaUB,dQMihNkQuXcWD,2
IHhgeffxBN,ONnmklldHT,6
hjeEYwqueC,npkKEcwakI,6
AnqfQV,UhkzKP,20
oybqpVxNqC,isvkjPrHkW,20
WAYUCdhBUdMiEErYQgb,EIGCKlpJClUqMMzGYoj,8
ixFucy,shPemi,10
TyPdcqdGbyukJvKggMrI,ChYmlzmPkhdtSeTppVaR,9
NOeOaGf,IJzJvBa,21
tZYuLDyHxgXimeeH o,yEDzQIdMclCnrjjM t,5
uxDdkqO,xaGgntR,3
 yfgg E, xeff D,25
pHECQTEATLEy,oGDBPSDZSKDx,25
LvOraAfvGA,UeXajJoePJ,9
SnrpJ,DycaU,11
S YSNXHuwxyk,W CWRBLyabco,4
GcHySfgH,ZvArLyzA,19
yTJjXkFo,fAQqErMv,7
U zlnNizQgRMkVWZb,I nzbBwnEuFAyJKNp,14
QAYPIkiybFlN,XHFWPrpfiMsU,7
jWuMszkYrFaYuZjaID,lYwOubmAtHcAwBlcKF,2
UlXsduYb,QhTozqUx,22
BVairNt htIlHSUYTjKL,DXcktPv jvKnJUWAVlMN,2
Baadnn,Zyybll,24
IFjJfwazdWvAlfPq,URvVrimlpIhMxrBc,12
Wdcaioh,Pwvtbha,19
dNofyYNRvVpFSO,eOpgzZOSwWqGTP,1
dWbEgVFvF,lEjMoDNdN,8
jFyECTKLTZvbteuGR,iExDBSJKSYuasdtFQ,25
dquuwO,qdhhjB,13
BarVRe,VulPLy,20
LMBMvjwVxaNGeMrty,EFUFocpOqtGZxFkmr,19
aSyxYxuwXZ,jBhgHgdfGI,9
VrRFJMJMFrtK,IeESWZWZSegX,13
ApukmmQK,KzeuwwAU,10
wqv oFqBGZQK,lfk dUfQVOFZ,15
tMaQKBHtm,dWkAULRdw,10
ILHofAfCqLdN,FIElcXcZnIaK,23
DEHtbF,QRUgoS,13
YcmCjuXVQtwkgA bwa,SwgWdoRPKnqeaU vqu,20
jRkvZWw,eMfqURr,21
cLCvsKhXKwuVPW g,qZQjgYvLYkiJDK u,14
XZwMmYeeQZhEwbDtv,YAxNnZffRAiFxcEuw,1
pUGETlTdIonTjYwUBjwz,gLXVKcKuZfeKaPnLSanq,17
JwuPhbRuRUJC,WjhCuoEhEHWP,13
DYDeHaLZohhI,LGLmPiTHwppQ,8
uXSuflYtbIwmTaV,xAVxioBweLzpWdY,3
vKFesKHChSfoaAmAn,fUPocURMrCpykKwKx,10
NypxUiWsAPUNkBP,EpgoLzNjRGLEbSG,17
OGmJouzHLG dxTbnGYi,SKqNsydLPK hbXfrKCm,4
FsmcOMkNNzHKnWRUl,QdxnZXvYYkSVyHCFw,11
HSpNxQYkpOWrjm ,FQnLvOWinMUphk ,24
WhffTid,PayyMbw,19
wJMa Ik,pCFt Bd,19
EVZQgyIldbDVGqY,MDHYogQtljLDOyG,8
avmMIeTDobPKN,gbsSOkZJuhVQT,6
SeRkypAyNfvlz,QcPiwnYwLdtjx,24
fzaG wWit,nhiO eEqb,8
OhZSUYnGtmmo,UnFYAEtMzssu,6
hGhprwNnJ,fEfnpuLlH,24
NAkibkMnYN,PCmkdmOpAP,2
RMssdXfpcWpHdf dEz,OJppaUcmzTmEac aBw,23
bLkpJnTkTFUrm,fPotNrXoXJYvq,4
hUHCpLDHxtFC,jWJErNFJzvHE,2
dfXmnGxWME,fhZopIzYOG,2
xYtUUdkG,sToPPyfB,21
UzixqkrVy,EjshaubFi,10
yDLDjAxkeKtMylJGd,fKSKqHerlRaTfsQNk,7
IjRCUPUATBFwIso qEIg,VwEPHCHNGOSjVfb dRVt,13
kEgxnHfwN aBtwlOHrI,tNpgwQofW jKcfuXQaR,9
VabNERAxVcHcfHX,TyzLCPYvTaFadFV,24
hpeEQlWlrDKYEe,jrgGSnYntFMAGg,2
HY  J,JA  L,2
kwjhamwyDoFAAed,gsfdwisuZkBWWaz,22
NgtkRpW,ZsfwDbI,12
QZmSESoKNthauHq,HQdJVJfBEkyrlYh,17
lWElWBEwiHglACi,qBJqBGJbnMlqFHn,5
zRSllwOzxuKLCO,jBCvvgYjheUVMY,10
ijOB AchwuZzblIo,hiNA ZbgvtYyakHn,25
OnFTQcZQcq kYYINxsJ,KjBPMyVMym gUUEJtoF,22
cAwbSCGepHQUjbFWsYuH,sQmrISWufXGKzrVMiOkX,16
gKvpdy TKFOYfRadzL,jNysgb WNIRBiUdgcO,3
OOztCh,UUfzIn,6
QLsAuCJu,EZgOiQXi,14
JQqfvxmOO,DKkzprgII,20
cZmcxoFZdauaD,fCpfarICgdxdG,3
cHwirAzrxoRlhGVrNvL,dIxjsBasypSmiHWsOwM,1
FvWrsF,EuVqrE,25
gXrKnenPAyKg,cTnGjajLWuGc,22
AlrIv TyN,GrxOb ZeT,6
GaOffymtOuSvoqUzNDV,NhVmmftaVbZcvxBgUKC,7
BOZqfgtpDoYA,GTEvklyuItDF,5
rXGSftXDpOQxsnwXXaqk,kQZLymQWiHJqlgpQQtjd,19
opIEmkLkasIwTqCjtXT,abUQywXwmeUiFcOvfJF,12
cinPy,ntyAj,11
YrFJdmjKntcDjlBuE,HaOSmvsTwclMsuKdN,9
GWKLjoj,AQEFdid,20
FCDYlpvLmBECsh,XUVQdhnDeTWUkz,18
GvhxRd,DseuOa,23
UTHVJQBq,DCQESZKz,9
JlcmldasAeDC,ActdcurjRvUT,17
ds ePsCuFV,kz lWzJbMC,7
UjtQb,OdnKv,20
adARub,ybYPsz,24
LIMJCsKGuy,SPTQJzRNbf,7
j epSZdlnr,k fqTAemos,1
SeccpKwFKBk k,XjhhuPbKPGp p,5
ypxLYKrXSDexouvXFCR,vmuIVHoUPAbulrsUCZO,23
GPUyqoxGNDzkxw,ENSwomvELBxivu,24
oPKDVuUaRtEwKbByWuZ,sTOHZyYeVxIaOfFcAyD,4
 Znkx, Uifs,21
hkxQsCMTZcNYvdwkPB,lobUwGQXDgRCzhaoTF,4
CtcIQgKm,ZqzFNdHj,23
DoFiLEuJftXYtA,PaRuXQgVrfJKfM,12
FdbTUrSmgENuva ,OmkCDaBvpNWdej ,9
pjcdfU ATdqJ,qkdegV BUerK,1
 eGJFpV ynPgU, fHKGqW zoQhV,1
rnJVm,lhDPg,20
AsNVxNSZFHPK,NfAIkAFMSUCX,13
riiBnMbTmXvDrnkPynn,kbbUgFuMfQoWkgdIrgg,19
zPehDdeWCVqgDA,yOdgCcdVBUpfCZ,25
DSF JUg,ODQ UFr,11
vBxdjhiO,bHdjpnoU,6
nNIZTuaJKoq feHlWN,fFARLmsBCgi xwZdOF,18
XmPXGsAlNCl KEyy,JyBJSeMxZOx WQkk,12
xqSeJym,voQcHwk,24
YBSUMEVlaGBwH,JMDFXPGwlRMhS,11
GYGWoFgescFd,MEMCuLmkyiLj,6
VDnRjmLmrVzJScUr,FNxBtwVwbFjTCmEb,10
rcgnbFHf,whlsgKMk,5
ObLUiYGkvQTlb,DqAJxNVzkFIaq,15
sCRMAheE,rBQLZgdD,25
VohfaFBMEsbvHjiH S,PibzuZVGYmvpBdcB M,20
YtlAWRNmgFRwD,HcuJFAWvpOAfM,9
mabPONwVkLB,ftuIHGpOdEU,19
EmreF,XfkxY,19
FsIkYUov,YlBdRNho,19
rTHKOG,gIWZDV,15
jQcTkBdacopHR,xEqHyProqcdVF,14
iU WFWMMYvJUJxCromFa,oA CLCSSEbPAPdIxusLg,6
IrVJWZWfST,EnRFSVSbOP,22
 afRbrfi, glXhxlo,6
inBdNcFAaIVUdUzVKQK,tyMoYnQLlTGFoFkGVBV,11
 PAilPlpArN, SDloSosDuQ,3
Bxv EzXSfY,Tpn WrPKxQ,18
bENlEUkthJnDkK,xAJhAQgpdFjZgG,22
zFpsHZTzwuBSzVvm,wCmpEWQwtrYPwSsj,23
tpIojcT njLDfv,xtMsngX rnPHjz,4
XEqPYUDvSfXEP ,DKwVEAJbYlDKV ,6
jBsHgwvKKZIvJOW,aSjYxnmBBQZmAFN,17
D nQSWNRPN ZrsgwGV,F pSUYPTRP BtuiyIX,2
LjCoNBm,RpIuTHs,6
JBipWFxEdbOmRNUqSDGg,RJqxENfMljWuZVCyALOo,8
ItFOcqjiDlqHWZT,JuGPdrkjEmrIXAU,1
xTMtF,wSLsE,25
PrPYzMFNTpDwZCKZbT,DfDMnATBHdRkNQYNpH,14
sVbjR,kNtbJ,18
QerFdjsAsTMKx,EsfTrxgOgHAYl,14
JmEOggUBsRH,HkCMeeSZqPF,24
CethLxor,AcrfJvmp,24
jGtrxcOHEA,aXkiotFYVR,17
lt sFYbLwbWePY,ai hUNqAlqLtEN,15
AEGqlIaUflhWxIKxoi,YCEojGySdjfUvGIvmg,24
mAbJTSNvImX,uIjRBAVdQuF,8
yOjCuSPRNeTqw,mCxQiGDFBsHek,14
LbqMUI,TjyUCQ,8
JCBeezZOwYm ,IBAddyYNvXl ,25
RqBWZQ,OnYTWN,23
jtZJUqlyhyC,mwCMXtobkbF,3
DhULBPAQRYzuH,QuHYOCNDELmhU,13
Vjdydnyc,Iwqlqalp,13
qdjtx,tgmwa,3
JVHJD,LXJLF,2
mfGbFDpBWXKQb,zsToSQcOJKXDo,13
qeFmZkfQTlhbAiu,cqRyLwrCFxtnMug,12
iLWxu,dGRsp,21
NYhihIvHCLDIvvCfzgzk,EPyzyZmYTCUZmmTwqxqb,17
kLQnQUW DmLnbdBI,vWByBFH OxWymoMT,11
kQgnlsejXalwcsUZ,tZpwubnsGjuflbDI,9
YVlUANKvMRWr,CZpYEROzQVAv,4
URbfpwVPpTAwtBTf,BYimwdCWwAHdaIAm,7
NTNgNybOd,JPJcJuxKz,22
B CsMHWWCwzA,J KaUPEEKehI,8
lLwdqX,mMxerY,1
RcbxmbiUgwWa jZ,DonjynuGsiIm vL,12
xTRfoeVTpAXJUix F,gCAoxnECyJGSDrg O,9
BgUlNSXHnavazflVS,RwKbDINXdqlqpvbLI,16
Xh DkLh,Ue AhIe,23
CRhpdLjpxapdK,BQgocKiowzocJ,25
pXrgOSY,tBvkSWC,4
OuZUshI,ZfKFdsT,11
hPgfYcxs,mUlkDhcx,5
ZcvHvQ,EhaMaV,5
DVVKPienDGxyhSCQfyD ,TLLAFyudTWnoxISGvoT ,16
fbtoMBIqwDEZiaMZ,uqidBQXflSTOxpBO,15
oDzybAXiVsMyXutR,kZvuxWTeRoIuTqpN,22
OCbJaljZXsIfOsplgcZv,LZyGxigWUpFcLpmidzWs,23
aDWMzxSZHzkrEuy,vYRHusNUCufmZpt,21
GwtdILDgtaLSY,XnkuZCUxkrCJP,17
YxmZblyKKH,MlaNpzmYYV,14
HWCWo,TIOIa,12
SIQAABGPzUsbHFe,LBJTTUZIsNluAYx,19
cZFlshI  pkKuhie,pMSyfuV  cxXhuvr,13
pPvYlTRsfEv,qQwZmUStgFw,1
AgNvS,PvCkH,15
mvleXndnGx,endwPfvfYp,18
TDjzoYcPJ,QAgwlVzMG,23
gdLTGv,khPXKz,4
wbvQsmwsmjeilHFlSB,puoJlfplfcxbeAYeLU,19
etQMttyOHQwxoZ,apMIppuKDMstkV,22
OyGhDtJOb z,RbJkGwMRe c,3
ZL smxOtppSOaU,VH oitKpllOKwQ,22
bxQg J,miBr U,11
